iter	Logloss
0	0.5031296226
1	0.3645860207
2	0.2914469283
3	0.2386316479
4	0.1986471683
5	0.1693573473
6	0.1563195871
7	0.1420164728
8	0.1360148338
9	0.1317348106
10	0.1241425376
11	0.1208202757
12	0.1183074106
13	0.1162915967
14	0.1143200309
15	0.1101435851
16	0.1087419718
17	0.107512687
18	0.1066405259
19	0.1057236802
20	0.1046414712
21	0.1037789475
22	0.1030865141
23	0.1022310724
24	0.1015692929
25	0.1009848503
26	0.09901446749
27	0.09849115047
28	0.09801587969
29	0.09716397287
30	0.09652447847
31	0.09609643893
32	0.09528793019
33	0.0939188722
34	0.09342074568
35	0.09296550268
36	0.09250386697
37	0.09210009436
38	0.09170689728
39	0.09130101557
40	0.09103565737
41	0.09029900824
42	0.08989132753
43	0.08951873411
44	0.089086426
45	0.08866626401
46	0.08832558781
47	0.0881250058
48	0.08716793481
49	0.08699279491
50	0.08655694622
51	0.08630156941
52	0.08586118948
53	0.08541457617
54	0.08511384982
55	0.08483650153
56	0.08459807233
57	0.08436110338
58	0.08405133257
59	0.08369610785
60	0.0834279449
61	0.08312651455
62	0.08278496607
63	0.08253794828
64	0.08230155457
65	0.08206991098
66	0.08189773094
67	0.08160469791
68	0.08135233543
69	0.08114486763
70	0.08104004
71	0.08080357171
72	0.08020554533
73	0.08004690827
74	0.07990838463
75	0.07972888665
76	0.07952921002
77	0.0792334462
78	0.07909061802
79	0.07879526584
80	0.07851664292
81	0.07839317077
82	0.07819989222
83	0.07800456672
84	0.07783762221
85	0.07770338054
86	0.0774980164
87	0.07733006097
88	0.0771348734
89	0.0769529666
90	0.07650925812
91	0.07620584098
92	0.07606189124
93	0.07575449534
94	0.07546644123
95	0.07507481992
96	0.07490410576
97	0.07472569777
98	0.07462743825
99	0.07441461974
100	0.07423610308
101	0.0739137301
102	0.07370024745
103	0.07346025437
104	0.07329021177
105	0.07311022115
106	0.07293169329
107	0.07275538759
108	0.07261446269
109	0.07238805915
110	0.07215725335
111	0.07193014592
112	0.07170725972
113	0.07147664022
114	0.07130979242
115	0.07111748534
116	0.07091671157
117	0.07065378243
118	0.07052934198
119	0.07037242391
120	0.07020491639
121	0.06999365981
122	0.06988606613
123	0.0697259356
124	0.06955414331
125	0.06936126659
126	0.06916681126
127	0.0690235759
128	0.06887291699
129	0.06872357545
130	0.06863019245
131	0.06846302107
132	0.06822141223
133	0.06801568642
134	0.06787573902
135	0.06771757771
136	0.06748494763
137	0.06734509343
138	0.06723153486
139	0.06697107061
140	0.06676834252
141	0.06654459972
142	0.06632443207
143	0.06609374737
144	0.06584197301
145	0.06565902031
146	0.0654686182
147	0.06534116887
148	0.06522736858
149	0.06507752522
150	0.06492889632
151	0.06473602334
152	0.06455538806
153	0.06436779089
154	0.06424043065
155	0.06410713182
156	0.06398179253
157	0.06381476768
158	0.06359982064
159	0.06338600064
160	0.06323061833
161	0.06305947915
162	0.06292215581
163	0.06285114389
164	0.06273462569
165	0.06256056833
166	0.06236635441
167	0.06219178237
168	0.06209156457
169	0.06197150065
170	0.06184129963
171	0.06170855646
172	0.06152877413
173	0.06140878292
174	0.06127780231
175	0.06113768531
176	0.06107709068
177	0.06078841704
178	0.06066621993
179	0.06048267662
180	0.06032721044
181	0.06020538194
182	0.06007514649
183	0.05997626042
184	0.05982978374
185	0.05971788421
186	0.05952197491
187	0.05939721098
188	0.05932161773
189	0.05914818234
190	0.05897693906
191	0.05886413676
192	0.05876504867
193	0.0585813105
194	0.05835202304
195	0.05824716467
196	0.05805805652
197	0.05796152227
198	0.05791691074
199	0.05778738893
200	0.05767146292
201	0.05756507461
202	0.05743108021
203	0.0573356578
204	0.05718862557
205	0.05708506756
206	0.05698010507
207	0.05688290917
208	0.05680046047
209	0.05672958966
210	0.05664733506
211	0.05649954824
212	0.05639938537
213	0.05628052049
214	0.05611546451
215	0.05598503285
216	0.05584940719
217	0.05571490835
218	0.05557663358
219	0.05553734812
220	0.05540787276
221	0.05530536553
222	0.05522501139
223	0.05512456208
224	0.05503314421
225	0.0548651567
226	0.05474507437
227	0.05461861824
228	0.05452004378
229	0.05444414938
230	0.0543346133
231	0.05420958068
232	0.05406854025
233	0.05395258339
234	0.05389863488
235	0.05372885424
236	0.05361774355
237	0.05348434641
238	0.0533661932
239	0.05326043341
240	0.05317022218
241	0.05301180917
242	0.05292745157
243	0.05273128705
244	0.05259528925
245	0.05248115343
246	0.05242526003
247	0.05234702607
248	0.05227214642
249	0.05214323953
250	0.05205663455
251	0.05194463924
252	0.05187168634
253	0.05179396727
254	0.0517270622
255	0.05164238331
256	0.05155443913
257	0.05149993915
258	0.05145314711
259	0.05135241118
260	0.05121932617
261	0.05112327737
262	0.05104216187
263	0.05097741756
264	0.05085500615
265	0.05072906573
266	0.05061783659
267	0.05054066826
268	0.05045922541
269	0.05032011829
270	0.05019067731
271	0.05009929167
272	0.05000072609
273	0.04993595993
274	0.04983027263
275	0.049730424
276	0.04961163163
277	0.04952042362
278	0.04944610878
279	0.04931357513
280	0.04923880156
281	0.04916020856
282	0.04907745392
283	0.04902552675
284	0.04892380296
285	0.04878416561
286	0.0487391116
287	0.04859274909
288	0.04852197883
289	0.04834546383
290	0.04820827348
291	0.04812235964
292	0.04802401841
293	0.04792334776
294	0.04782659131
295	0.04771613943
296	0.04757892708
297	0.04748379083
298	0.04743615354
299	0.04737469763
300	0.04733126296
301	0.04722980672
302	0.04718779575
303	0.04711225687
304	0.04700741096
305	0.04689034144
306	0.04674837118
307	0.04657150889
308	0.04648877654
309	0.04642071208
310	0.04634367237
311	0.04625717952
312	0.04618430893
313	0.04610497008
314	0.04600861042
315	0.04591032861
316	0.0458730555
317	0.04580334963
318	0.04571030834
319	0.04564441642
320	0.04556200072
321	0.04552252428
322	0.04546840363
323	0.04539088815
324	0.04530409575
325	0.04520910632
326	0.04513103589
327	0.04506610995
328	0.04498614703
329	0.04491233361
330	0.04480713821
331	0.04469684715
332	0.04460956477
333	0.04451822262
334	0.0444391726
335	0.04439892357
336	0.04428792256
337	0.04420448617
338	0.04413547761
339	0.04406736266
340	0.04397752109
341	0.04390535722
342	0.04382041625
343	0.04372338518
344	0.0436285803
345	0.04357102633
346	0.0435253711
347	0.04344414229
348	0.04336776916
349	0.043325134
350	0.04323729894
351	0.04314687309
352	0.04306411124
353	0.04297172623
354	0.04290563658
355	0.04277333541
356	0.04261575552
357	0.04254809373
358	0.04245587969
359	0.04242087838
360	0.04236757128
361	0.04233554042
362	0.04223734678
363	0.04213421319
364	0.04206778635
365	0.04200053855
366	0.04185065795
367	0.04181055365
368	0.04164565617
369	0.04156822649
370	0.04149160513
371	0.04140949738
372	0.04134527281
373	0.04125414726
374	0.04117184265
375	0.04106775717
376	0.04097912757
377	0.04091578597
378	0.0408571677
379	0.04082635311
380	0.04075019229
381	0.04071803199
382	0.0406545703
383	0.04056509143
384	0.04046331888
385	0.04038395557
386	0.04035366511
387	0.04026840747
388	0.04020884285
389	0.0401153209
390	0.04002851773
391	0.03992671831
392	0.03985674405
393	0.03977418495
394	0.03970116866
395	0.03962763117
396	0.03956352074
397	0.03950535302
398	0.03946767544
399	0.03940235592
400	0.03931036322
401	0.03927185681
402	0.03919842812
403	0.03910221661
404	0.03901421554
405	0.03896125613
406	0.03890503751
407	0.03884003307
408	0.03877846571
409	0.03872235916
410	0.0386883981
411	0.03864229837
412	0.0385779229
413	0.03847986413
414	0.03841779557
415	0.03830313199
416	0.03823270325
417	0.03817680464
418	0.03812514435
419	0.03808376049
420	0.03799608516
421	0.03794192417
422	0.0378508263
423	0.03779240978
424	0.03773001449
425	0.03764578632
426	0.03756347522
427	0.03750892122
428	0.037478886
429	0.03741239349
430	0.03738590509
431	0.03732319931
432	0.03725406511
433	0.03719750535
434	0.03713906219
435	0.03709923145
436	0.03703837583
437	0.03689657545
438	0.03683355858
439	0.03677859595
440	0.03673369528
441	0.03664240695
442	0.03658632427
443	0.03652533758
444	0.03647100571
445	0.0364109464
446	0.03633228774
447	0.03624841808
448	0.03615696795
449	0.03610857709
450	0.03602376773
451	0.03600254546
452	0.03590945121
453	0.03586237872
454	0.03579225778
455	0.03576854891
456	0.03571438061
457	0.03564143552
458	0.03559536226
459	0.03556370114
460	0.0355028888
461	0.0354390782
462	0.035399299
463	0.0353501611
464	0.03530429421
465	0.03525219705
466	0.03520120094
467	0.03516604469
468	0.03510008012
469	0.0350544638
470	0.03498320587
471	0.03487047098
472	0.03484655011
473	0.03479280481
474	0.03474857033
475	0.03469944292
476	0.03464826236
477	0.03458868857
478	0.03454283964
479	0.03448001109
480	0.03442751888
481	0.03437283538
482	0.03432531197
483	0.03428576934
484	0.0342522906
485	0.03418579507
486	0.03416643507
487	0.03406373405
488	0.03404318531
489	0.03397308604
490	0.03392466834
491	0.03388609493
492	0.03381982307
493	0.03375169847
494	0.03367918448
495	0.03361488895
496	0.03353817669
497	0.03349640731
498	0.03344596891
499	0.03337658878
500	0.03333673316
501	0.03329558424
502	0.03323144795
503	0.03318302022
504	0.03313920885
505	0.03309481866
506	0.03305738566
507	0.03298015726
508	0.03294277316
509	0.03290567042
510	0.03286163317
511	0.03281932421
512	0.03275663607
513	0.03272464987
514	0.03267490037
515	0.03262502817
516	0.03257503665
517	0.03252793748
518	0.03245304597
519	0.0324084208
520	0.03235105202
521	0.03230830855
522	0.03226084489
523	0.03222983515
524	0.03215172581
525	0.0321030479
526	0.0320385402
527	0.03201804048
528	0.03197187834
529	0.03190220249
530	0.03185803569
531	0.03182734122
532	0.0317838103
533	0.03173858862
534	0.03168007279
535	0.03164589644
536	0.03158905389
537	0.03156190227
538	0.0315112339
539	0.03145203191
540	0.03139667905
541	0.03134238997
542	0.03130205189
543	0.03128584812
544	0.03124099523
545	0.03119657651
546	0.03116038643
547	0.03104124523
548	0.030964834
549	0.0309243391
550	0.03088277114
551	0.03082133765
552	0.03078747896
553	0.03072012542
554	0.03067518847
555	0.03062818936
556	0.03059354097
557	0.03056217498
558	0.03050776086
559	0.03048331805
560	0.03044555389
561	0.03038367341
562	0.03035272894
563	0.03031355898
564	0.03026395615
565	0.03022500242
566	0.03017857648
567	0.03013617116
568	0.03008044812
569	0.03004426131
570	0.03000957773
571	0.02995996986
572	0.02992154931
573	0.0298786794
574	0.0298288909
575	0.02980669622
576	0.02977749213
577	0.02975183951
578	0.02970940595
579	0.02964693259
580	0.02959301204
581	0.02956017576
582	0.02950468843
583	0.02949598961
584	0.02947087867
585	0.02942769582
586	0.02937950215
587	0.02935072717
588	0.02931039767
589	0.02927646096
590	0.02921476933
591	0.02919449123
592	0.02914322186
593	0.0291169707
594	0.02905536121
595	0.02901754389
596	0.02896903894
597	0.02892793885
598	0.02889122646
599	0.0288437657
600	0.02881138421
601	0.02876665077
602	0.02873588543
603	0.02869126734
604	0.02866988571
605	0.02863195217
606	0.02859204397
607	0.02855851073
608	0.0285204826
609	0.02848342295
610	0.02846628402
611	0.02842205669
612	0.02833844826
613	0.02829318273
614	0.02824681771
615	0.02818074858
616	0.0281202674
617	0.02809273803
618	0.02807808762
619	0.02806161864
620	0.02800740052
621	0.02796855577
622	0.02793931137
623	0.02788624468
624	0.02787932508
625	0.02784402729
626	0.02780236862
627	0.02778145349
628	0.02775171525
629	0.02770478359
630	0.02768850258
631	0.02764937893
632	0.0275797095
633	0.02754016801
634	0.02749891056
635	0.02745466826
636	0.02742645823
637	0.02738797592
638	0.02735160477
639	0.02724997214
640	0.0272081328
641	0.02717073514
642	0.02714156353
643	0.02711035928
644	0.02707864616
645	0.02703856508
646	0.02699136943
647	0.02698515102
